rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,name,wrist_3_joint],position,velocity,effort
1584376712593411537,,562957,,1584376712,593187448,'',"[shoulder_pan_joint, shoulder_lift_joint, elbow_joint, wrist_1_joint, wrist_2_joint,","[1.4017117023468018, -1.1651938597308558, 2.4664175510406494, -2.85128623643984, -1.56777269044985, 2.716850757598877]","[0.0, 0.0, -0.0, 0.0, 0.0, 0.0]","[0.3570556938648224, -2.966308832168579, -1.4235496520996094, -0.4149627983570099, 0.0493469275534153, 0.004486084450036287]"
1584376712705448015,,562971,,1584376712,705140110,'',"[shoulder_pan_joint, shoulder_lift_joint, elbow_joint, wrist_1_joint, wrist_2_joint,","[1.4017117023468018, -1.165217701588766, 2.4664056301116943, -2.8513219992267054, -1.5677488485919397, 2.716850757598877]","[0.0, 0.0, -0.0, 0.0, 0.0, 0.0]","[0.3936767876148224, -2.774048089981079, -1.421307921409607, -0.4149627983570099, 0.0403747595846653, 0.0]"
1584376712817359971,,562985,,1584376712,817127758,'',"[shoulder_pan_joint, shoulder_lift_joint, elbow_joint, wrist_1_joint, wrist_2_joint,","[1.4016996622085571, -1.1651819388019007, 2.4664175510406494, -2.851298157368795, -1.5677488485919397, 2.716862916946411]","[0.0, 0.0, -0.0, 0.0, 0.0, 0.0]","[0.3707886040210724, -2.934265375137329, -1.40337336063385, -0.3992615044116974, 0.0538330152630806, 0.0022430422250181437]"
1584376712929397572,,562999,,1584376712,929125073,'',"[shoulder_pan_joint, shoulder_lift_joint, elbow_joint, wrist_1_joint, wrist_2_joint,","[1.4016996622085571, -1.1651819388019007, 2.4664175510406494, -2.8513100782977503, -1.5677250067340296, 2.7168867588043213]","[0.0, 0.0, -0.0, 0.0, 0.0, 0.0]","[0.3799438774585724, -2.920532464981079, -1.407857060432434, -0.4082336723804474, 0.0448608435690403, 0.0]"
1584376713041384999,,563013,,1584376713,41133199,'',"[shoulder_pan_joint, shoulder_lift_joint, elbow_joint, wrist_1_joint, wrist_2_joint,","[1.4017356634140015, -1.1652057806598108, 2.4664175510406494, -2.851261917744772, -1.5677488485919397, 2.716862916946411]","[0.0, 0.0, -0.0, 0.0, 0.0, 0.0]","[0.3845215141773224, -2.961731195449829, -1.3944061994552612, -0.4216919243335724, 0.0426178015768528, -0.004486084450036287]"
1584376713153392233,,563027,,1584376713,153133310,'',"[shoulder_pan_joint, shoulder_lift_joint, elbow_joint, wrist_1_joint, wrist_2_joint,","[1.4017117023468018, -1.1651938597308558, 2.4664175510406494, -2.851274315510885, -1.5677607695208948, 2.716874837875366]","[0.0, 0.0, -0.0, 0.0, 0.0, 0.0]","[0.3845215141773224, -2.893066644668579, -1.40337336063385, -0.4306641221046448, 0.0426178015768528, 0.0022430422250181437]"
1584376713265372427,,563041,,1584376713,265116539,'',"[shoulder_pan_joint, shoulder_lift_joint, elbow_joint, wrist_1_joint, wrist_2_joint,","[1.4017356634140015, -1.1651938597308558, 2.4664416313171387, -2.851274315510885, -1.56777269044985, 2.716874837875366]","[0.0, 0.0, -0.0, 0.0, 0.0, 0.0]","[0.3936767876148224, -2.925110101699829, -1.407857060432434, -0.3947754204273224, 0.0583190992474556, -0.0022430422250181437]"
1584376713377432880,,563055,,1584376713,377127129,'',"[shoulder_pan_joint, shoulder_lift_joint, elbow_joint, wrist_1_joint, wrist_2_joint,","[1.4017236232757568, -1.1651938597308558, 2.4664294719696045, -2.851261917744772, -1.56777269044985, 2.7168867588043213]","[0.0, 0.0, -0.0, 0.0, 0.0, 0.0]","[0.3982544243335724, -2.952575922012329, -1.4123406410217285, -0.4306641221046448, 0.0358886756002903, 0.008972168900072575]"
1584376713489470551,,563069,,1584376713,489115278,'',"[shoulder_pan_joint, shoulder_lift_joint, elbow_joint, wrist_1_joint, wrist_2_joint,","[1.4017236232757568, -1.1651938597308558, 2.4664535522460938, -2.85128623643984, -1.5677607695208948, 2.7168867588043213]","[0.0, 0.0, -0.0, 0.0, 0.0, 0.0]","[0.3753662407398224, -2.966308832168579, -1.4235496520996094, -0.4216919243335724, 0.0336456336081028, -0.0022430422250181437]"
1584376713601391735,,563083,,1584376713,601073160,'',"[shoulder_pan_joint, shoulder_lift_joint, elbow_joint, wrist_1_joint, wrist_2_joint,","[1.4016996622085571, -1.1652057806598108, 2.4664416313171387, -2.8513100782977503, -1.5677369276629847, 2.716862916946411]","[0.0, 0.0, -0.0, 0.0, 0.0, 0.0]","[0.3753662407398224, -2.980041742324829, -1.4100987911224365, -0.4127197563648224, 0.0448608435690403, 0.004486084450036287]"
