rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,name,wrist_3_joint],position,velocity,effort
1584444555170064294,,332875,,1584444555,169544925,'',"[shoulder_pan_joint, shoulder_lift_joint, elbow_joint, wrist_1_joint, wrist_2_joint,","[1.404758334159851, -1.1718485991107386, 2.4830703735351562, -2.862863365803854, -1.5669458548175257, 2.7207303047180176]","[0.0, 0.0, -0.0, 0.0, 0.0, 0.0]","[-0.6408692002296448, -2.549743890762329, -1.102970838546753, -0.3768310844898224, 0.006729126907885075, 0.0291595496237278]"
1584444555281882153,,332889,,1584444555,281554591,'',"[shoulder_pan_joint, shoulder_lift_joint, elbow_joint, wrist_1_joint, wrist_2_joint,","[1.4047223329544067, -1.1718605200396937, 2.4830822944641113, -2.862875286732809, -1.5669458548175257, 2.7207303047180176]","[0.0, 0.0, -0.0, 0.0, 0.0, 0.0]","[-0.6637573838233948, -2.568054437637329, -1.1186634302139282, -0.3723450005054474, -0.004486084450036287, 0.0403747595846653]"
1584444555393842778,,332903,,1584444555,393528261,'',"[shoulder_pan_joint, shoulder_lift_joint, elbow_joint, wrist_1_joint, wrist_2_joint,","[1.4047822952270508, -1.1718362013446253, 2.483058452606201, -2.862887207661764, -1.5669458548175257, 2.7207064628601074]","[0.0, 0.0, -0.0, 0.0, 0.0, 0.0]","[-0.6362915635108948, -2.540588617324829, -1.1209052801132202, -0.3790741264820099, -0.004486084450036287, 0.0336456336081028]"
1584444555505821907,,332917,,1584444555,505513842,'',"[shoulder_pan_joint, shoulder_lift_joint, elbow_joint, wrist_1_joint, wrist_2_joint,","[1.4047702550888062, -1.1718485991107386, 2.4830703735351562, -2.862887207661764, -1.566981617604391, 2.720766305923462]","[0.0, 0.0, -0.0, 0.0, 0.0, 0.0]","[-0.6362915635108948, -2.568054437637329, -1.1253888607025146, -0.3723450005054474, 0.0, 0.0314025916159153]"
1584444555617840580,,332931,,1584444555,617536523,'',"[shoulder_pan_joint, shoulder_lift_joint, elbow_joint, wrist_1_joint, wrist_2_joint,","[1.4047462940216064, -1.1718123594867151, 2.4830703735351562, -2.862875286732809, -1.566981617604391, 2.7207064628601074]","[0.0, 0.0, -0.0, 0.0, 0.0, 0.0]","[-0.6271362900733948, -2.540588617324829, -1.1253888607025146, -0.3858032524585724, 0.0022430422250181437, 0.0269165076315403]"
1584444555729907103,,332945,,1584444555,729506405,'',"[shoulder_pan_joint, shoulder_lift_joint, elbow_joint, wrist_1_joint, wrist_2_joint,","[1.4047702550888062, -1.1718123594867151, 2.4830703735351562, -2.862899128590719, -1.5669577757464808, 2.7207303047180176]","[0.0, 0.0, -0.0, 0.0, 0.0, 0.0]","[-0.6271362900733948, -2.590942621231079, -1.1209052801132202, -0.3790741264820099, 0.006729126907885075, 0.0291595496237278]"
1584444555841827873,,332959,,1584444555,841518496,'',"[shoulder_pan_joint, shoulder_lift_joint, elbow_joint, wrist_1_joint, wrist_2_joint,","[1.4047702550888062, -1.1718724409686487, 2.483058452606201, -2.862887207661764, -1.5669577757464808, 2.7207183837890625]","[0.0, 0.0, -0.0, 0.0, 0.0, 0.0]","[-0.6179810166358948, -2.563476800918579, -1.1141798496246338, -0.3768310844898224, -0.0022430422250181437, 0.02018737979233265]"
1584444555953851877,,332973,,1584444555,953525588,'',"[shoulder_pan_joint, shoulder_lift_joint, elbow_joint, wrist_1_joint, wrist_2_joint,","[1.4047702550888062, -1.1718362013446253, 2.4830944538116455, -2.862899128590719, -1.5669577757464808, 2.7207064628601074]","[0.0, 0.0, -0.0, 0.0, 0.0, 0.0]","[-0.6408692002296448, -2.563476800918579, -1.1231471300125122, -0.3723450005054474, 0.004486084450036287, 0.0269165076315403]"
1584444556065992497,,332987,,1584444556,65544642,'',"[shoulder_pan_joint, shoulder_lift_joint, elbow_joint, wrist_1_joint, wrist_2_joint,","[1.4047942161560059, -1.1718605200396937, 2.4830703735351562, -2.862899128590719, -1.5669458548175257, 2.7207064628601074]","[0.0, 0.0, -0.0, 0.0, 0.0, 0.0]","[-0.6408692002296448, -2.549743890762329, -1.1276307106018066, -0.3745880424976349, 0.0, 0.0269165076315403]"
1584444556177864197,,333001,,1584444556,177504996,'',"[shoulder_pan_joint, shoulder_lift_joint, elbow_joint, wrist_1_joint, wrist_2_joint,","[1.4047462940216064, -1.1718485991107386, 2.4830822944641113, -2.862887207661764, -1.5669339338885706, 2.7207422256469727]","[0.0, 0.0, -0.0, 0.0, 0.0, 0.0]","[-0.6958008408546448, -2.568054437637329, -1.1231471300125122, -0.3858032524585724, 0.004486084450036287, 0.02243042178452015]"
1584444556289819742,,333015,,1584444556,289495637,'',"[shoulder_pan_joint, shoulder_lift_joint, elbow_joint, wrist_1_joint, wrist_2_joint,","[1.404758334159851, -1.1718247572528284, 2.4830822944641113, -2.862875286732809, -1.566981617604391, 2.7207064628601074]","[0.0, 0.0, -0.0, 0.0, 0.0, 0.0]","[-0.6774902939796448, -2.600097894668579, -1.1231471300125122, -0.3835602104663849, -0.004486084450036287, 0.02243042178452015]"
1584444556401900571,,333029,,1584444556,401486539,'',"[shoulder_pan_joint, shoulder_lift_joint, elbow_joint, wrist_1_joint, wrist_2_joint,","[1.4047822952270508, -1.1718247572528284, 2.4831063747406006, -2.862899128590719, -1.5669696966754358, 2.7207064628601074]","[0.0, 0.0, -0.0, 0.0, 0.0, 0.0]","[-0.6362915635108948, -2.586364984512329, -1.1253888607025146, -0.3813171684741974, 0.011215210892260075, 0.02467346377670765]"
1584444556513915768,,333043,,1584444556,513527994,'',"[shoulder_pan_joint, shoulder_lift_joint, elbow_joint, wrist_1_joint, wrist_2_joint,","[1.404758334159851, -1.1718485991107386, 2.4830944538116455, -2.862887207661764, -1.5669458548175257, 2.7207064628601074]","[0.0, 0.0, -0.0, 0.0, 0.0, 0.0]","[-0.6774902939796448, -2.540588617324829, -1.1186634302139282, -0.3768310844898224, -0.0022430422250181437, 0.0269165076315403]"
1584444556625869560,,333057,,1584444556,625514297,'',"[shoulder_pan_joint, shoulder_lift_joint, elbow_joint, wrist_1_joint, wrist_2_joint,","[1.404758334159851, -1.1718247572528284, 2.4830822944641113, -2.862887207661764, -1.5669696966754358, 2.7207303047180176]","[0.0, 0.0, -0.0, 0.0, 0.0, 0.0]","[-0.6546021103858948, -2.572632074356079, -1.136597990989685, -0.3858032524585724, 0.008972168900072575, 0.02467346377670765]"
1584444556737906528,,333071,,1584444556,737551265,'',"[shoulder_pan_joint, shoulder_lift_joint, elbow_joint, wrist_1_joint, wrist_2_joint,","[1.404758334159851, -1.1718605200396937, 2.4830944538116455, -2.8628514448748987, -1.5669577757464808, 2.7207422256469727]","[0.0, 0.0, -0.0, 0.0, 0.0, 0.0]","[-0.6683350205421448, -2.581787347793579, -1.1209052801132202, -0.3858032524585724, -0.004486084450036287, 0.0269165076315403]"
1584444556849882852,,333085,,1584444556,849504456,'',"[shoulder_pan_joint, shoulder_lift_joint, elbow_joint, wrist_1_joint, wrist_2_joint,","[1.404758334159851, -1.1718247572528284, 2.4830822944641113, -2.862863365803854, -1.5669577757464808, 2.7206943035125732]","[0.0, 0.0, -0.0, 0.0, 0.0, 0.0]","[-0.6591797471046448, -2.549743890762329, -1.1209052801132202, -0.3723450005054474, 0.0, 0.0269165076315403]"
1584444556961920240,,333099,,1584444556,961528759,'',"[shoulder_pan_joint, shoulder_lift_joint, elbow_joint, wrist_1_joint, wrist_2_joint,","[1.4047702550888062, -1.1718247572528284, 2.4830703735351562, -2.862863365803854, -1.5669339338885706, 2.7206943035125732]","[0.0, 0.0, -0.0, 0.0, 0.0, 0.0]","[-0.6454468369483948, -2.590942621231079, -1.132114291191101, -0.3633728325366974, 0.0022430422250181437, 0.0336456336081028]"
1584444557073854857,,333113,,1584444557,73485427,'',"[shoulder_pan_joint, shoulder_lift_joint, elbow_joint, wrist_1_joint, wrist_2_joint,","[1.404758334159851, -1.1718247572528284, 2.4830822944641113, -2.8628390471087855, -1.5669696966754358, 2.7207303047180176]","[0.0, 0.0, -0.0, 0.0, 0.0, 0.0]","[-0.6546021103858948, -2.545166254043579, -1.1231471300125122, -0.3701019585132599, 0.004486084450036287, 0.0269165076315403]"
